downloaded,local_filename,journal,journal_code,publisher,title,authors,first_author,year,publication_date,doi,doi_url,openalex_id,volume,issue,first_page,last_page,landing_page_url,is_oa,oa_status,matched_terms,matched_fields,search_queries,discovery_strategies,metadata_sources,download_note,discipline,screening_decision,screening_note
no,,Journal of Political Economy,jpe,University of Chicago Press,Do Environmental Markets Improve on Open Access? Evidence from California Groundwater Rights,Andrew Ayres; Kyle C. Meng; Andrew J. Plantinga,ayres,2021,2021-04-26,10.1086/715075,https://doi.org/10.1086/715075,https://openalex.org/W3184770987,129,10,2817,2860,https://doi.org/10.1086/715075,False,closed,regression discontinuity; regression discontinuity design,abstract,regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,economics,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,Journal of Political Economy,jpe,University of Chicago Press,How Does Incarceration Affect Reoffending? Estimating the Dose-Response Function,Evan K. Rose; Yotam Shem-Tov,rose,2021,2021-07-21,10.1086/716561,https://doi.org/10.1086/716561,https://openalex.org/W3184421526,129,12,3302,3356,https://doi.org/10.1086/716561,False,closed,regression discontinuity,abstract,regression discontinuity,search,openalex,download skipped by config,economics,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,Journal of Political Economy,jpe,University of Chicago Press,Large-Scale Education Reform in General Equilibrium: Regression Discontinuity Evidence from India,Gaurav Khanna,khanna,2022,2022-06-29,10.1086/721619,https://doi.org/10.1086/721619,https://openalex.org/W4283722583,131,2,549,591,https://doi.org/10.1086/721619,False,closed,regression discontinuity,abstract; title,regression discontinuity; regression discontinuity design,bibliographic; search; title_search,crossref; openalex,download skipped by config,economics,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,Journal of Political Economy,jpe,University of Chicago Press,Out of the Darkness and into the Light? Development Effects of Rural Electrification,Fiona Burlig; Louis Preonas,burlig,2024,2024-02-27,10.1086/730204,https://doi.org/10.1086/730204,https://openalex.org/W4392200963,132,9,2937,2971,https://doi.org/10.1086/730204,False,closed,regression-discontinuity,abstract,regression discontinuity,search,openalex,download skipped by config,economics,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,Journal of Public Economics,jpubeco,Elsevier,The effects of middle school remediation on postsecondary success: Regression discontinuity evidence from Florida,Umut Özek,ozek,2021,2021-09-27,10.1016/j.jpubeco.2021.104518,https://doi.org/10.1016/j.jpubeco.2021.104518,https://openalex.org/W3202079142,203,,104518,104518,https://doi.org/10.1016/j.jpubeco.2021.104518,False,closed,regression discontinuity,title,regression discontinuity; regression discontinuity design,bibliographic; search; title_search,crossref; openalex,download skipped by config,economics,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,Journal of Public Economics,jpubeco,Elsevier,The political consequences of resource scarcity: Targeted spending in a water-stressed democracy,Meera Mahadevan; Ajay Shenoy,mahadevan,2023,2023-02-27,10.1016/j.jpubeco.2023.104842,https://doi.org/10.1016/j.jpubeco.2023.104842,https://openalex.org/W4322490929,220,,104842,104842,https://doi.org/10.1016/j.jpubeco.2023.104842,True,hybrid,regression discontinuity,abstract,regression discontinuity,search,openalex,download skipped by config,economics,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,Journal of Public Economics,jpubeco,Elsevier,The long run effects of de jure discrimination in the credit market: How redlining increased crime,John Anders,anders,2023,2023-04-05,10.1016/j.jpubeco.2023.104857,https://doi.org/10.1016/j.jpubeco.2023.104857,https://openalex.org/W4362631132,222,,104857,104857,https://doi.org/10.1016/j.jpubeco.2023.104857,True,hybrid,regression discontinuity,abstract,regression discontinuity,search,openalex,download skipped by config,economics,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,Journal of Public Economics,jpubeco,Elsevier,"Powers that be? Political alignment, government formation, and government stability",Felipe Carozzi; Davide Cipullo; Luca Repetto,carozzi,2023,2023-12-20,10.1016/j.jpubeco.2023.105017,https://doi.org/10.1016/j.jpubeco.2023.105017,https://openalex.org/W4390022376,230,,105017,105017,https://doi.org/10.1016/j.jpubeco.2023.105017,True,hybrid,regression discontinuity; regression discontinuity design,abstract,RDD; regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,economics,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,Journal of Public Economics,jpubeco,Elsevier,The political economy of coastal development,Pierre Magontier; Albert Solé‐Ollé; Elisabet Viladecans‐Marsal,magontier,2024,2024-07-30,10.1016/j.jpubeco.2024.105178,https://doi.org/10.1016/j.jpubeco.2024.105178,https://openalex.org/W3130999077,238,,105178,105178,https://doi.org/10.1016/j.jpubeco.2024.105178,True,hybrid,regression discontinuity; regression discontinuity design,abstract,regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,economics,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,Journal of Public Economics,jpubeco,Elsevier,Paving the road to re-election,Camille Boudot-Reddy; André Butler,boudot_reddy,2024,2024-09-19,10.1016/j.jpubeco.2024.105228,https://doi.org/10.1016/j.jpubeco.2024.105228,https://openalex.org/W4402632578,239,,105228,105228,https://doi.org/10.1016/j.jpubeco.2024.105228,True,hybrid,regression discontinuity; regression discontinuity design,abstract,regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,economics,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,Journal of Public Economics,jpubeco,Elsevier,Do second chances pay off? Evidence from a natural experiment with low-achieving students,Aspasia Bizopoulou; Rigissa Megalokonomou; Ştefania Simion,bizopoulou,2024,2024-10-23,10.1016/j.jpubeco.2024.105214,https://doi.org/10.1016/j.jpubeco.2024.105214,https://openalex.org/W4403666091,239,,105214,105214,https://doi.org/10.1016/j.jpubeco.2024.105214,True,hybrid,regression discontinuity; regression discontinuity design,abstract,regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,economics,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,Journal of Public Economics,jpubeco,Elsevier,Reducing child marriages through CCTs: Evidence from a large-scale policy intervention in Indonesia,Jan Priebe; Sudarno Sumarto,priebe,2025,2025-01-20,10.1016/j.jpubeco.2025.105306,https://doi.org/10.1016/j.jpubeco.2025.105306,https://openalex.org/W4406632361,242,,105306,105306,https://doi.org/10.1016/j.jpubeco.2025.105306,True,hybrid,regression discontinuity; regression discontinuity design,abstract,regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,economics,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,Journal of Public Economics,jpubeco,Elsevier,The employment effects of a pandemic wage subsidy,Michael Smart; Matthew Kronberg; Josip Lesica; Huju Liu,smart,2025,2025-04-19,10.1016/j.jpubeco.2025.105358,https://doi.org/10.1016/j.jpubeco.2025.105358,https://openalex.org/W4409578397,246,,105358,105358,https://doi.org/10.1016/j.jpubeco.2025.105358,True,hybrid,regression discontinuity,abstract,regression discontinuity,search,openalex,download skipped by config,economics,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,Journal of Public Economics,jpubeco,Elsevier,Private response to exclusionary welfare policy: Evidence from Italian municipalities,Massimo Pulejo,pulejo,2025,2025-06-17,10.1016/j.jpubeco.2025.105425,https://doi.org/10.1016/j.jpubeco.2025.105425,https://openalex.org/W4411361272,248,,105425,105425,https://doi.org/10.1016/j.jpubeco.2025.105425,True,hybrid,regression discontinuity; regression discontinuity design,abstract,regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,economics,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,Journal of Public Economics,jpubeco,Elsevier,Dependent insurance coverage and parental job lock: Evidence from the Affordable Care Act,Hannah Bae; Katherine Meckel; Maggie Shi,bae,2025,2025-07-04,10.1016/j.jpubeco.2025.105439,https://doi.org/10.1016/j.jpubeco.2025.105439,https://openalex.org/W4412018486,248,,105439,105439,https://doi.org/10.1016/j.jpubeco.2025.105439,True,hybrid,regression discontinuity; regression discontinuity design,abstract,regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,economics,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,Journal of Public Economics,jpubeco,Elsevier,Women leaders improve environmental outcomes: Evidence from crop fires in India,Maulik Jagnani; Meera Mahadevan,jagnani,2025,2025-07-15,10.1016/j.jpubeco.2025.105443,https://doi.org/10.1016/j.jpubeco.2025.105443,https://openalex.org/W4412431150,248,,105443,105443,https://doi.org/10.1016/j.jpubeco.2025.105443,True,hybrid,regression discontinuity; regression discontinuity design,abstract,regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,economics,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,Journal of Public Economics,jpubeco,Elsevier,“Not ready” as a productive wake-up call: Do second chances improve human capital investments?,Thorbjørn Sejr Guul; Søren Albeck Nielsen,guul,2026,2026-01-06,10.1016/j.jpubeco.2025.105563,https://doi.org/10.1016/j.jpubeco.2025.105563,https://openalex.org/W7119091315,254,,105563,105563,https://doi.org/10.1016/j.jpubeco.2025.105563,True,hybrid,regression discontinuity; regression discontinuity design,abstract,regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,economics,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,Journal of Public Economics,jpubeco,Elsevier,Estimating intergenerational returns to medical care: New evidence from at-risk newborns,Damian Clarke; Nicolas Lillo Bustos; Kathya Tapia Schythe,clarke,2026,2026-02-20,10.1016/j.jpubeco.2026.105597,https://doi.org/10.1016/j.jpubeco.2026.105597,https://openalex.org/W7130714562,256,,105597,105597,https://doi.org/10.1016/j.jpubeco.2026.105597,True,hybrid,regression discontinuity; regression discontinuity design,abstract,regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,economics,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,Journal of the European Economic Association,jeea,Oxford University Press,Coordination and Incumbency Advantage in Multi-Party Systems—Evidence from French Elections,Kevin Dano; Francesco Ferlenga; Vincenzo Galasso; Caroline Le Pennec; Vincent Pons,dano,2025,2025-01-15,10.1093/jeea/jvaf001,https://doi.org/10.1093/jeea/jvaf001,https://openalex.org/W4406408717,23,4,1563,1597,https://doi.org/10.1093/jeea/jvaf001,False,closed,RDD; regression discontinuity; regression discontinuity design,abstract,RDD; regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,economics,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,Journal of the European Economic Association,jeea,Oxford University Press,"Spending Limits, Public Funding, and Election Outcomes",Nikolaj Broberg; Vincent Pons; Clémence Tricaud,broberg,2025,2025-10-02,10.1093/jeea/jvaf043,https://doi.org/10.1093/jeea/jvaf043,https://openalex.org/W4414785160,,,,,https://doi.org/10.1093/jeea/jvaf043,False,closed,RDD,abstract,RDD,search,openalex,download skipped by config,economics,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,The Economic Journal,ej,Oxford University Press,Dating the Lender of Last Resort,Kilian Rieder; M. Anson; David Bholat; Ryland Thomas,rieder,2022,2022-12-24,10.1093/ej/ueac089,https://doi.org/10.1093/ej/ueac089,https://openalex.org/W4312120368,133,652,1657,1676,https://doi.org/10.1093/ej/ueac089,False,closed,regression discontinuity,abstract,regression discontinuity,search,openalex,download skipped by config,economics,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,The Economic Journal,ej,Oxford University Press,Formal Employment and Organised Crime: Regression Discontinuity Evidence from Colombia,Gaurav Khanna; Carlos Medina; Anant Nyshadham; Jorge Tamayo; Nicolás Torres,khanna,2023,2023-04-04,10.1093/ej/uead025,https://doi.org/10.1093/ej/uead025,https://openalex.org/W3209601581,133,654,2427,2448,https://doi.org/10.1093/ej/uead025,False,closed,regression discontinuity,abstract; title,regression discontinuity; regression discontinuity design,bibliographic; search; title_search,crossref; openalex,download skipped by config,economics,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,The Economic Journal,ej,Oxford University Press,"Trade-Offs of Attending Better Schools: Achievement, Self-Perceptions and Educational Trajectories",Raissa Fabregas,fabregas,2023,2023-06-10,10.1093/ej/uead042,https://doi.org/10.1093/ej/uead042,https://openalex.org/W4380574510,133,655,2709,2737,https://doi.org/10.1093/ej/uead042,False,closed,regression discontinuity; regression discontinuity design,abstract,regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,economics,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,The Economic Journal,ej,Oxford University Press,"Higher-Achievement Schools, Peers and Mental Health",Aline Bütikofer; Rita Ginja; Katrine Vellesen Løken; Fanny Landaud,butikofer,2023,2023-06-26,10.1093/ej/uead048,https://doi.org/10.1093/ej/uead048,https://openalex.org/W4382284168,133,655,2580,2613,https://doi.org/10.1093/ej/uead048,False,closed,regression discontinuity,abstract,regression discontinuity,search,openalex,download skipped by config,economics,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,The Economic Journal,ej,Oxford University Press,Is Digital Credit Filling a Hole or Digging a Hole? Evidence from Malawi,Valentina Brailovskaya; Pascaline Dupas; Jonathan Robinson,brailovskaya,2023,2023-10-06,10.1093/ej/uead083,https://doi.org/10.1093/ej/uead083,https://openalex.org/W4387425999,134,658,457,484,https://doi.org/10.1093/ej/uead083,True,hybrid,regression discontinuity,abstract,RDD; regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,economics,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,The Economic Journal,ej,Oxford University Press,The Political Legacy of Nazi Annexation,Mario Cannella; Alexey Makarin; Ricardo Piqué,cannella,2024,2024-01-29,10.1093/ej/ueae009,https://doi.org/10.1093/ej/ueae009,https://openalex.org/W4391309310,134,661,1721,1759,https://doi.org/10.1093/ej/ueae009,False,closed,regression discontinuity; regression discontinuity design,abstract,regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,economics,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,The Economic Journal,ej,Oxford University Press,Long-Term Effects of Equal Sharing: Evidence from Inheritance Rules for Land,Charlotte Bartels; Simon Jäger; Natalie Obergruber,bartels,2024,2024-05-21,10.1093/ej/ueae040,https://doi.org/10.1093/ej/ueae040,https://openalex.org/W3145941947,134,664,3137,3172,https://doi.org/10.1093/ej/ueae040,False,closed,regression discontinuity; regression discontinuity design,abstract,regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,economics,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,The Economic Journal,ej,Oxford University Press,Vaccines and Verdicts: How Smallpox Court Decisions Affect Anti-Vaccine Discourse and Mortality,Paul A. Brehm; Martín Saavedra,brehm,2024,2024-12-19,10.1093/ej/ueae118,https://doi.org/10.1093/ej/ueae118,https://openalex.org/W4405618593,135,668,1229,1260,https://doi.org/10.1093/ej/ueae118,False,closed,regression-discontinuity,abstract,regression discontinuity,search,openalex,download skipped by config,economics,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,The Economic Journal,ej,Oxford University Press,Learning About Opportunity: Spillovers of Elite School Admissions in Peru,Ricardo Estrada; Jérémie Gignoux; Agustina Hatrick,estrada,2025,2025-04-30,10.1093/ej/ueaf034,https://doi.org/10.1093/ej/ueaf034,https://openalex.org/W3154633407,135,671,2220,2241,https://doi.org/10.1093/ej/ueaf034,False,closed,regression discontinuity; regression discontinuity design,abstract,regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,economics,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,The Economic Journal,ej,Oxford University Press,Firm Responses to Tax Audits: Regression Discontinuity Evidence from a Threshold-Based Audit Program,Haonan Li; Xuan Wang,li,2025,2025-07-17,10.1093/ej/ueaf060,https://doi.org/10.1093/ej/ueaf060,https://openalex.org/W4413075600,136,674,560,601,https://doi.org/10.1093/ej/ueaf060,False,closed,regression discontinuity; regression discontinuity design,abstract; title,regression discontinuity; regression discontinuity design,bibliographic; search; title_search,crossref; openalex,download skipped by config,economics,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,The Quarterly Journal of Economics,qje,Oxford University Press,"Affirmative Action, Mismatch, and Economic Mobility after California’s Proposition 209",Zachary Bleemer,bleemer,2021,2021-08-12,10.1093/qje/qjab027,https://doi.org/10.1093/qje/qjab027,https://openalex.org/W3135767981,137,1,115,160,https://doi.org/10.1093/qje/qjab027,False,closed,regression discontinuity,abstract,regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,economics,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,The Quarterly Journal of Economics,qje,Oxford University Press,Does Welfare Prevent Crime? the Criminal Justice Outcomes of Youth Removed from Ssi,Manasi Deshpande; Michael Mueller‐Smith,deshpande,2022,2022-04-14,10.1093/qje/qjac017,https://doi.org/10.1093/qje/qjac017,https://openalex.org/W4225713920,137,4,2263,2307,https://doi.org/10.1093/qje/qjac017,False,closed,regression discontinuity; regression discontinuity design,abstract,regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,economics,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,The Quarterly Journal of Economics,qje,Oxford University Press,Army Service in the All-Volunteer Era,Kyle Greenberg; Matthew Gudgeon; Adam Isen; Corbin Miller; R. W. Patterson,greenberg,2022,2022-06-23,10.1093/qje/qjac026,https://doi.org/10.1093/qje/qjac026,https://openalex.org/W4283451550,137,4,2363,2418,https://doi.org/10.1093/qje/qjac026,False,closed,regression discontinuity; regression discontinuity design,abstract,regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,economics,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,The Quarterly Journal of Economics,qje,Oxford University Press,Jim Crow and Black Economic Progress after Slavery,Lukas Althoff; Hugo Reichardt,althoff,2024,2024-07-18,10.1093/qje/qjae023,https://doi.org/10.1093/qje/qjae023,https://openalex.org/W4401040663,139,4,2279,2330,https://doi.org/10.1093/qje/qjae023,True,hybrid,regression discontinuity; regression discontinuity design,abstract,regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,economics,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,The Quarterly Journal of Economics,qje,Oxford University Press,“Descended from Immigrants and Revolutionists”: How Family History Shapes Immigration Policy Making,James Feigenbaum; Maxwell Palmer; Benjamin Schneer,feigenbaum,2025,2025-03-12,10.1093/qje/qjaf017,https://doi.org/10.1093/qje/qjaf017,https://openalex.org/W4408349420,140,3,2381,2457,https://doi.org/10.1093/qje/qjaf017,True,hybrid,regression discontinuity; regression discontinuity design,abstract,regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,economics,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,The Quarterly Journal of Economics,qje,Oxford University Press,Political Foundations of Racial Violence in the Post-Reconstruction South,Patrick Testa; Jhacova Williams,testa,2025,2025-09-04,10.1093/qje/qjaf045,https://doi.org/10.1093/qje/qjaf045,https://openalex.org/W4414048699,141,1,733,794,https://doi.org/10.1093/qje/qjaf045,False,closed,regression discontinuity; regression discontinuity design,abstract,regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,economics,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,The Review of Economic Studies,restud,Oxford University Press,Using Bid Rotation and Incumbency to Detect Collusion: A Regression Discontinuity Approach,Kei Kawai; Jun Nakabayashi; Juan Ortner; Sylvain Chassang,kawai,2022,2022-02-28,10.1093/restud/rdac013,https://doi.org/10.1093/restud/rdac013,https://openalex.org/W4214580494,90,1,376,403,https://doi.org/10.1093/restud/rdac013,True,bronze,regression discontinuity,title,regression discontinuity; regression discontinuity design,bibliographic; search; title_search,crossref; openalex,download skipped by config,economics,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,The Review of Economic Studies,restud,Oxford University Press,Electoral Turnovers,Benjamin Marx; Vincent Pons; Vincent Rollet,marx,2024,2024-11-08,10.1093/restud/rdae108,https://doi.org/10.1093/restud/rdae108,https://openalex.org/W4404328485,92,5,3306,3339,https://doi.org/10.1093/restud/rdae108,False,closed,regression discontinuity; regression discontinuity design,abstract,regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,economics,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,The Review of Economic Studies,restud,Oxford University Press,The Micro and Macro Effects of Changes in the Potential Benefit Duration,Jonas Jessen; Robin Jessen; Ewa Gałecka‐Burdziak; Marek Góra; Jochen Kluve,jessen,2025,2025-07-14,10.1093/restud/rdaf056,https://doi.org/10.1093/restud/rdaf056,https://openalex.org/W4413097537,,,,,https://doi.org/10.1093/restud/rdaf056,False,closed,regression discontinuity,abstract,regression discontinuity,search,openalex,download skipped by config,economics,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,The Review of Economics and Statistics,restat,MIT Press,The Effects of Career and Technical Education: Evidence from the Connecticut Technical High School System,Eric J. Brunner; Shaun M. Dougherty; Stephen L. Ross,brunner,2021,2021-08-12,10.1162/rest_a_01098,https://doi.org/10.1162/rest_a_01098,https://openalex.org/W4229493985,105,4,867,882,https://doi.org/10.1162/rest_a_01098,False,closed,regression discontinuity,abstract,regression discontinuity,search,openalex,download skipped by config,economics,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,The Review of Economics and Statistics,restat,MIT Press,Gender Differences in Politician Persistence,Melanie Wasserman,wasserman,2021,2021-09-22,10.1162/rest_a_01099,https://doi.org/10.1162/rest_a_01099,https://openalex.org/W3198991500,105,2,275,291,https://doi.org/10.1162/rest_a_01099,False,closed,regression discontinuity,abstract,regression discontinuity,search,openalex,download skipped by config,economics,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,The Review of Economics and Statistics,restat,MIT Press,Do Academically Struggling Students Benefit from Continued Student Loan Access? Evidence from University and Beyond,Yu‐Wei Luke Chu; Harold E. Cuffe,chu,2021,2021-12-22,10.1162/rest_a_01144,https://doi.org/10.1162/rest_a_01144,https://openalex.org/W4200427884,106,1,68,84,https://figshare.com/articles/journal_contribution/Do_Academically_Struggling_Students_Benefit_From_Continued_Student_Loan_Access_Evidence_From_University_and_Beyond/21100480,True,green,regression discontinuity; regression discontinuity design,abstract,regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,economics,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,The Review of Economics and Statistics,restat,MIT Press,How Sticky Is Retirement Behavior in the United States?,Manasi Deshpande; Itzik Fadlon; Colin Gray,deshpande,2021,2021-12-22,10.1162/rest_a_01151,https://doi.org/10.1162/rest_a_01151,https://openalex.org/W4200145063,106,2,370,383,https://doi.org/10.1162/rest_a_01151,False,closed,regression-discontinuity; regression-discontinuity design,abstract,regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,economics,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,The Review of Economics and Statistics,restat,MIT Press,Economic Distress and Electoral Consequences: Evidence from Appalachia,Daniel Firoozi,firoozi,2022,2022-03-25,10.1162/rest_a_01184,https://doi.org/10.1162/rest_a_01184,https://openalex.org/W4220914285,106,3,778,793,https://doi.org/10.1162/rest_a_01184,False,closed,regression discontinuity; regression discontinuity design,abstract,regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,economics,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,The Review of Economics and Statistics,restat,MIT Press,The Targeting and Impact of Partisan Gerrymandering: Evidence from a Legislative Discontinuity,Dahyeon Jeong; Ajay Shenoy,jeong,2022,2022-05-16,10.1162/rest_a_01204,https://doi.org/10.1162/rest_a_01204,https://openalex.org/W4280501354,106,3,814,828,https://doi.org/10.1162/rest_a_01204,False,closed,regression discontinuity,abstract,regression discontinuity; regression discontinuity design,bibliographic; search,crossref; openalex,download skipped by config,economics,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,The Review of Economics and Statistics,restat,MIT Press,Language Training and Refugees’ Integration,Mette Foged; Linea Hasager; Giovanni Peri; Jacob Nielsen Arendt; Iben Bolvig,foged,2022,2022-06-23,10.1162/rest_a_01216,https://doi.org/10.1162/rest_a_01216,https://openalex.org/W3140287335,106,4,1157,1166,https://doi.org/10.1162/rest_a_01216,False,closed,regression discontinuity; regression discontinuity design,abstract,regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,economics,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,The Review of Economics and Statistics,restat,MIT Press,Public Health Policy at Scale: Impact of a Government-Sponsored Information Campaign on Infant Mortality in Denmark,Onur Altındağ; Jane Greve; Erdal Tekin,altndag,2022,2022-06-23,10.1162/rest_a_01211,https://doi.org/10.1162/rest_a_01211,https://openalex.org/W4283394310,106,3,882,893,https://doi.org/10.1162/rest_a_01211,False,closed,regression discontinuity,abstract,regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,economics,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,The Review of Economics and Statistics,restat,MIT Press,The Causal Effects of R&amp;D Grants: Evidence from a Regression Discontinuity,Pietro Santoleri; Andrea Mina; Alberto Di Minin; Irene Martelli,santoleri,2022,2022-07-28,10.1162/rest_a_01233,https://doi.org/10.1162/rest_a_01233,https://openalex.org/W4288451172,106,6,1495,1510,https://doi.org/10.1162/rest_a_01233,False,closed,regression discontinuity,title,regression discontinuity; regression discontinuity design,bibliographic; search; title_search,crossref; openalex,download skipped by config,economics,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,The Review of Economics and Statistics,restat,MIT Press,Focused Interventions and Test Score Fade-Out,Michael Gilraine; Jeffrey Penney,gilraine,2023,2023-02-07,10.1162/rest_a_01299,https://doi.org/10.1162/rest_a_01299,https://openalex.org/W4319339815,107,2,570,579,https://doi.org/10.1162/rest_a_01299,False,closed,regression discontinuity; regression discontinuity design,abstract,regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,economics,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,The Review of Economics and Statistics,restat,MIT Press,Women in Political Bodies as Policymakers,Thushyanthan Baskaran; Zohal Hessami,baskaran,2023,2023-07-31,10.1162/rest_a_01352,https://doi.org/10.1162/rest_a_01352,https://openalex.org/W4385409824,107,6,1501,1517,https://doi.org/10.1162/rest_a_01352,False,closed,RDD,abstract,RDD,search,openalex,download skipped by config,economics,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,The Review of Economics and Statistics,restat,MIT Press,Family-Leave Mandates and Female Labor at U.S. Firms: Evidence from a Trade Shock,Fariha Kamal; Asha Sundaram; Cristina Tello-Trillo,kamal,2024,2024-03-18,10.1162/rest_a_01436,https://doi.org/10.1162/rest_a_01436,https://openalex.org/W3128893709,,,1,50,http://dx.doi.org/10.1162/rest_a_01436,False,closed,regression discontinuity,abstract,regression discontinuity,search,openalex,download skipped by config,economics,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,The Review of Economics and Statistics,restat,MIT Press,"Public School Funding, School Quality, and Adult Crime",E. Jason Baron; Joshua E. Hyman; Brittany Vasquez,baron,2024,2024-05-06,10.1162/rest_a_01452,https://doi.org/10.1162/rest_a_01452,https://openalex.org/W4396668392,,,1,18,https://doi.org/10.1162/rest_a_01452,False,closed,regression discontinuity,abstract,regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,economics,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,The Review of Economics and Statistics,restat,MIT Press,Individualized Benefits and Access to Active Labor Market Programs Boost Refugee Women's Economic Integration,Cristina Bratu; Linna Martén; Lillit Ottosson,bratu,2025,2025-01-28,10.1162/rest_a_01554,https://doi.org/10.1162/rest_a_01554,https://openalex.org/W4406973342,,,1,35,https://doi.org/10.1162/rest_a_01554,False,closed,regression discontinuity; regression discontinuity design,abstract,regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,economics,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
